store_id,daily_sales,date_recorded,store_location_Chennai,store_location_Delhi,store_location_Kolkata,store_location_Mumbai
107,79085.0,2026-04-03,False,False,True,False
108,59157.0,2026-04-04,False,True,False,False
105,35521.0,2026-04-05,False,False,False,False
103,42891.0,2026-04-06,False,True,False,False
108,46795.0,2026-04-07,False,False,True,False
106,52474.0,2026-04-08,False,False,False,False
103,56507.0,2026-04-09,False,False,True,False
101,40687.0,2026-04-10,False,False,False,True
103,63014.0,2026-04-11,False,True,False,False
105,41009.0,2026-04-12,False,True,False,False
103,53226.0,2026-04-13,False,False,False,True
101,52948.0,2026-04-14,False,False,False,True
105,64939.0,2026-04-15,False,False,False,False
107,74291.0,2026-04-16,False,True,False,False
107,78296.0,2026-04-17,False,False,False,False
109,78044.0,2026-04-18,False,False,False,True
103,86430.0,2026-04-19,False,False,False,False
107,70225.0,2026-04-20,True,False,False,False
101,52102.0,2026-04-21,True,False,False,False
104,64828.0,2026-04-22,False,False,False,True
104,66102.0,2026-04-23,False,True,False,False
105,75855.0,2026-04-24,False,False,False,False
107,86342.0,2026-04-25,False,False,False,False
107,63712.0,2026-04-26,False,False,False,False
104,56823.0,2026-04-27,True,False,False,False
107,35361.0,2026-04-28,False,False,False,False
103,55838.0,2026-04-29,False,False,False,False
106,44638.0,2026-04-30,False,False,False,False
102,68052.0,2026-05-01,False,False,False,True
109,53265.0,2026-05-02,False,False,False,True
105,54751.0,2026-05-03,False,False,False,True
106,72012.0,2026-05-04,False,True,False,False
104,40916.0,2026-05-05,False,False,True,False
107,89926.0,2026-05-06,False,False,False,True
109,39509.0,2026-05-07,False,False,False,True
107,75532.0,2026-05-08,False,False,False,True
101,61102.0,2026-05-09,False,False,False,True
101,77659.0,2026-05-10,True,False,False,False
109,54324.0,2026-05-11,False,False,False,True
109,44003.0,2026-05-12,False,False,False,False
104,57943.0,2026-05-13,False,False,False,True
109,72634.0,2026-05-14,False,False,True,False
103,63101.0,2026-05-15,True,False,False,False
107,59943.0,2026-05-16,True,False,False,False
106,39456.0,2026-05-17,False,True,False,False
108,41369.0,2026-05-18,False,False,True,False
109,49329.0,2026-05-19,False,False,False,True
105,43218.0,2026-05-20,False,False,False,True
101,51164.0,2026-05-21,False,False,False,True
103,67424.0,2026-05-22,False,False,True,False
108,59431.0,2026-05-23,False,False,False,True
106,59730.0,2026-05-24,False,False,False,False
108,32665.0,2026-05-25,False,True,False,False
109,69899.0,2026-05-26,True,False,False,False
104,67703.0,2026-05-27,False,False,True,False
101,30415.0,2026-05-28,True,False,False,False
101,63475.0,2026-05-29,False,False,False,False
104,54172.0,2026-05-30,False,True,False,False
107,32684.0,2026-05-31,False,False,False,True
102,37494.0,2026-06-01,True,False,False,False
103,49750.0,2026-06-02,True,False,False,False
101,49887.0,2026-06-03,False,False,True,False
105,50826.0,2026-06-04,True,False,False,False
101,36180.0,2026-06-05,False,False,False,False
108,76779.0,2026-06-06,True,False,False,False
101,32559.0,2026-06-07,True,False,False,False
101,70905.0,2026-06-08,False,False,True,False
102,33971.0,2026-06-09,False,False,True,False
102,65725.0,2026-06-10,False,True,False,False
106,86068.0,2026-06-11,False,False,False,True
107,48113.0,2026-06-12,False,True,False,False
105,72861.0,2026-06-13,False,True,False,False
101,42951.0,2026-06-14,True,False,False,False
101,55617.0,2026-06-15,False,False,True,False
103,62794.0,2026-06-16,False,True,False,False
102,32583.0,2026-06-17,False,False,False,False
105,55628.0,2026-06-18,False,False,False,True
106,56250.0,2026-06-19,False,False,True,False
107,33055.0,2026-06-20,False,False,False,False
104,36801.0,2026-06-21,False,False,True,False
107,64426.0,2026-06-22,False,False,False,False
108,66719.0,2026-06-23,False,True,False,False
101,70067.0,2026-06-24,False,True,False,False
106,53840.0,2026-06-25,False,True,False,False
108,39933.0,2026-06-26,False,False,False,True
105,61979.0,2026-06-27,False,False,False,True
104,75047.0,2026-06-28,False,False,True,False
102,34137.0,2026-06-29,False,False,False,False
106,41423.0,2026-06-30,False,False,False,False
106,54315.0,2026-07-01,False,False,False,True
101,64482.0,2026-07-02,True,False,False,False
109,74156.0,2026-07-03,False,False,True,False
106,82483.0,2026-07-04,False,False,False,True
103,66115.0,2026-07-05,False,True,False,False
104,64754.0,2026-07-06,True,False,False,False
104,66312.0,2026-07-07,False,False,False,False
103,53363.0,2026-07-08,False,False,False,False
103,47085.0,2026-07-09,True,False,False,False
103,86889.0,2026-07-10,False,False,False,False
104,72414.0,2026-07-11,False,False,False,True
107,66554.0,2026-07-12,False,False,False,True
104,44415.0,2026-07-13,False,False,False,False
109,86414.0,2026-07-14,False,False,True,False
101,81623.0,2026-07-15,False,False,False,True
108,77052.0,2026-07-16,False,False,True,False
107,51398.0,2026-07-17,True,False,False,False
102,62691.0,2026-07-18,False,False,False,False
108,36659.0,2026-07-19,True,False,False,False
101,50644.0,2026-07-20,False,False,False,True
109,84697.0,2026-07-21,False,False,False,True
109,33044.0,2026-07-22,False,False,False,False
102,33883.0,2026-07-23,True,False,False,False
107,61712.0,2026-07-24,True,False,False,False
103,49324.0,2026-07-25,False,False,False,True
107,78119.0,2026-07-26,False,False,False,False
109,51545.0,2026-07-27,False,False,True,False
104,48204.0,2026-07-28,False,False,False,False
101,53268.0,2026-07-29,False,False,True,False
102,45762.0,2026-07-30,False,False,False,True
101,81954.0,2026-07-31,False,False,False,True
105,58371.0,2026-08-01,False,False,False,False
105,48847.0,2026-08-02,False,False,False,False
107,66139.0,2026-08-03,False,True,False,False
109,86374.0,2026-08-04,False,True,False,False
109,71295.0,2026-08-05,True,False,False,False
103,40116.0,2026-08-06,False,False,False,False
103,84128.0,2026-08-07,False,False,False,False
103,60125.0,2026-08-08,False,True,False,False
104,84219.0,2026-08-09,False,False,True,False
108,61404.0,2026-08-10,False,False,True,False
106,58436.0,2026-08-11,False,True,False,False
108,86653.0,2026-08-12,True,False,False,False
101,32788.0,2026-08-13,False,False,True,False
108,62149.0,2026-08-14,True,False,False,False
104,34125.0,2026-08-15,False,False,False,True
101,33606.0,2026-08-16,True,False,False,False
108,80692.0,2026-08-17,False,False,False,True
104,71534.0,2026-08-18,False,False,False,True
106,62988.0,2026-08-19,False,False,False,True
108,51306.0,2026-08-20,False,False,False,False
104,72973.0,2026-08-21,False,True,False,False
103,40833.0,2026-08-22,False,False,False,True
109,51997.0,2026-08-23,False,False,False,True
103,63521.0,2026-08-24,False,False,False,True
109,59948.0,2026-08-25,False,False,False,False
102,76643.0,2026-08-26,False,False,False,True
102,37488.0,2026-08-27,False,False,False,False
102,69974.0,2026-08-28,False,False,False,True
106,88364.0,2026-08-29,False,True,False,False
103,72448.0,2026-08-30,False,False,False,True
109,37938.0,2026-08-31,False,False,False,False
104,81113.0,2026-09-01,False,True,False,False
101,68726.0,2026-09-02,False,False,True,False
104,45770.0,2026-09-03,True,False,False,False
101,82635.0,2026-09-04,True,False,False,False
105,36635.0,2026-09-05,False,False,False,False
104,38629.0,2026-09-06,False,False,False,False
108,87822.0,2026-09-07,False,False,False,True
108,79934.0,2026-09-08,False,True,False,False
107,61668.0,2026-09-09,False,True,False,False
103,51487.0,2026-09-10,False,True,False,False
101,83319.0,2026-09-11,False,True,False,False
101,42869.0,2026-09-12,False,True,False,False
103,79371.0,2026-09-13,True,False,False,False
106,39219.0,2026-09-14,False,False,False,False
107,70797.0,2026-09-15,False,False,False,True
106,86298.0,2026-09-16,False,False,False,True
106,79040.0,2026-09-17,False,False,False,True
106,46673.0,2026-09-18,False,False,False,True
103,46763.0,2026-09-19,False,False,True,False
106,74933.0,2026-09-20,False,False,False,False
108,41043.0,2026-09-21,False,False,False,False
102,39570.0,2026-09-22,False,False,True,False
105,36886.0,2026-09-23,False,False,False,False
101,31958.0,2026-09-24,False,False,False,True
101,73087.0,2026-09-25,False,False,True,False
105,54641.0,2026-09-26,False,False,False,False
103,32183.0,2026-09-27,False,True,False,False
104,59070.0,2026-09-28,False,False,False,False
103,33774.0,2026-09-29,False,False,False,False
101,59018.0,2026-09-30,False,False,True,False
101,50303.0,2026-10-01,False,True,False,False
105,44272.0,2026-10-02,False,False,True,False
106,52586.0,2026-10-03,False,False,False,False
103,63545.0,2026-10-04,False,False,False,False
109,32566.0,2026-10-05,False,True,False,False
105,72863.0,2026-10-06,True,False,False,False
108,40953.0,2026-10-07,False,False,False,True
101,61696.0,2026-10-08,False,False,False,True
105,37404.0,2026-10-09,False,False,False,True
103,62846.0,2026-10-10,False,False,False,False
101,31581.0,2026-10-11,False,False,True,False
104,44066.0,2026-10-12,False,True,False,False
105,70735.0,2026-10-13,True,False,False,False
107,37839.0,2026-10-14,False,False,False,False
101,64930.0,2026-10-15,False,False,False,True
103,88329.0,2026-10-16,False,False,False,False
102,80637.0,2026-10-17,False,False,False,True
109,52129.0,2026-10-18,False,False,True,False
106,60845.0,2026-10-19,True,False,False,False
103,43913.0,2026-10-20,False,False,False,False
108,81772.0,2026-10-21,False,False,False,True
108,30964.0,2026-10-22,False,False,False,True
102,40739.0,2026-10-23,False,False,True,False
106,88172.0,2026-10-24,False,False,False,False
107,32673.0,2026-10-25,False,False,False,False
102,68061.0,2026-10-26,False,False,False,False
102,61171.0,2026-10-27,False,False,False,False
101,53643.0,2026-10-28,False,False,False,True
108,64486.0,2026-10-29,False,True,False,False
101,40624.0,2026-10-30,False,True,False,False
109,31228.0,2026-10-31,False,False,True,False
106,73370.0,2026-11-01,False,False,False,True
107,82930.0,2026-11-02,False,True,False,False
107,64608.0,2026-11-03,False,False,True,False
103,79649.0,2026-11-04,False,True,False,False
102,46920.0,2026-11-05,True,False,False,False
109,49689.0,2026-11-06,False,False,False,True
108,37124.0,2026-11-07,False,True,False,False
107,72124.0,2026-11-08,False,False,False,False
109,81123.0,2026-11-09,False,True,False,False
104,61339.0,2026-11-10,False,False,True,False
104,37587.0,2026-11-11,False,False,False,False
101,33527.0,2026-11-12,False,True,False,False
108,63067.0,2026-11-13,False,False,False,True
103,81538.0,2026-11-14,False,False,False,False
107,75358.0,2026-11-15,False,True,False,False
102,33963.0,2026-11-16,False,False,False,True
102,67455.0,2026-11-17,False,False,False,False
107,66939.0,2026-11-18,False,False,True,False
106,50243.0,2026-11-19,False,False,False,False
103,88257.0,2026-11-20,True,False,False,False
109,62693.0,2026-11-21,False,False,True,False
106,75835.0,2026-11-22,False,False,False,True
106,33695.0,2026-11-23,False,False,True,False
101,39112.0,2026-11-24,False,False,True,False
104,62059.0,2026-11-25,False,False,False,True
106,88867.0,2026-11-26,False,False,False,True
106,37242.0,2026-11-27,False,False,False,True
105,39941.0,2026-11-28,False,False,False,True
101,85283.0,2026-11-29,False,False,True,False
108,50001.0,2026-11-30,False,False,False,False
105,32700.0,2026-12-01,False,False,False,True
105,80157.0,2026-12-02,False,True,False,False
107,48085.0,2026-12-03,False,False,True,False
104,82454.0,2026-12-04,False,False,True,False
106,88147.0,2026-12-05,False,False,False,False
104,43339.0,2026-12-06,False,False,False,True
103,45834.0,2026-12-07,False,False,False,True
107,82518.0,2026-12-08,False,False,False,True
108,41084.0,2026-12-09,True,False,False,False
104,59543.0,2026-12-10,False,False,True,False
102,65930.0,2026-12-11,False,False,False,True
103,71074.0,2026-12-12,False,True,False,False
101,61902.0,2026-12-13,False,False,True,False
108,59044.0,2026-12-14,False,False,False,True
103,43137.0,2026-12-15,True,False,False,False
107,64905.0,2026-12-16,False,False,False,True
105,84004.0,2026-12-17,False,False,False,True
105,79182.0,2026-12-18,False,False,True,False
107,35948.0,2026-12-19,False,False,False,False
109,77461.0,2026-12-20,False,False,True,False
105,62567.0,2026-12-21,False,False,True,False
101,61189.0,2026-12-22,False,False,False,True
101,78867.0,2026-12-23,False,False,True,False
102,78978.0,2026-12-24,True,False,False,False
106,61871.0,2026-12-25,True,False,False,False
109,48189.0,2026-12-26,False,False,False,False
108,52797.0,2026-12-27,True,False,False,False
105,33569.0,2026-12-28,False,False,True,False
101,56012.0,2026-12-29,False,False,False,True
107,42977.0,2026-12-30,False,False,False,False
105,62049.0,2026-12-31,False,False,False,False
106,51694.0,2027-01-01,False,False,False,False
107,74388.0,2027-01-02,True,False,False,False
103,63224.0,2027-01-03,True,False,False,False
103,46832.0,2027-01-04,False,True,False,False
105,62835.0,2027-01-05,False,False,False,False
106,83241.0,2027-01-06,False,True,False,False
109,31862.0,2027-01-07,False,True,False,False
105,48186.0,2027-01-08,False,False,True,False
101,59545.0,2027-01-09,False,False,False,True
104,75522.0,2027-01-10,False,False,False,True
105,74391.0,2027-01-11,False,True,False,False
105,70322.0,2027-01-12,False,True,False,False
107,38319.0,2027-01-13,False,False,True,False
104,68663.0,2027-01-14,False,False,False,False
101,75788.0,2027-01-15,False,False,True,False
105,58401.0,2027-01-16,False,False,False,True
107,62228.0,2027-01-17,False,False,False,True
106,88611.0,2027-01-18,False,False,False,True
105,42202.0,2027-01-19,True,False,False,False
104,88386.0,2027-01-20,False,False,False,False
102,68283.0,2027-01-21,False,False,False,True
104,50122.0,2027-01-22,True,False,False,False
103,63135.0,2027-01-23,False,False,False,False
101,52585.0,2027-01-24,False,False,True,False
108,78408.0,2027-01-25,False,False,False,True
105,89948.0,2027-01-26,False,False,False,True
104,78229.0,2027-01-27,False,False,False,True
108,44897.0,2027-01-28,True,False,False,False
107,81792.0,2027-01-29,False,False,False,False
102,51291.0,2027-01-30,False,False,False,True
101,62826.0,2027-01-31,False,False,False,False
104,83408.0,2027-02-01,False,True,False,False
108,38294.0,2027-02-02,False,False,False,True
102,84093.0,2027-02-03,False,False,True,False
103,34507.0,2027-02-04,False,True,False,False
101,79937.0,2027-02-05,False,False,False,True
101,58854.0,2027-02-06,False,False,False,True
103,77520.0,2027-02-07,False,False,False,True
105,45475.0,2027-02-08,False,False,False,True
103,74905.0,2027-02-09,False,False,False,False
101,44334.0,2027-02-10,False,True,False,False
101,48830.0,2027-02-11,False,False,False,True
108,88300.0,2027-02-12,True,False,False,False
102,77882.0,2027-02-13,False,True,False,False
103,78803.0,2027-02-14,False,False,False,False
102,57278.0,2027-02-15,True,False,False,False
103,87780.0,2027-02-16,False,False,False,True
107,48749.0,2027-02-17,True,False,False,False
101,60511.0,2027-02-18,False,False,True,False
108,67469.0,2027-02-19,False,False,False,False
102,70185.0,2027-02-20,False,False,False,True
103,84718.0,2027-02-21,False,False,False,True
109,55072.0,2027-02-22,True,False,False,False
107,72326.0,2027-02-23,False,False,True,False
104,61146.0,2027-02-24,False,False,False,True
105,41057.0,2027-02-25,False,False,False,True
102,56427.0,2027-02-26,False,False,False,False
108,71982.0,2027-02-27,False,False,False,False
104,85535.0,2027-02-28,False,False,False,True
109,74090.0,2027-03-01,False,False,True,False
105,78654.0,2027-03-02,False,False,False,True
109,41036.0,2027-03-03,True,False,False,False
104,44060.0,2027-03-04,False,False,False,False
105,80641.0,2027-03-05,False,False,False,False
109,43607.0,2027-03-06,False,True,False,False
108,65102.0,2027-03-07,True,False,False,False
103,54074.0,2027-03-08,False,True,False,False
101,78864.0,2027-03-09,False,True,False,False
103,49773.0,2027-03-10,False,False,False,False
104,62970.0,2027-03-11,True,False,False,False
102,62998.0,2027-03-12,False,True,False,False
101,86199.0,2027-03-13,False,True,False,False
107,58210.0,2027-03-14,False,False,True,False
108,74088.0,2027-03-15,False,False,True,False
107,41683.0,2027-03-16,False,False,False,True
105,32962.0,2027-03-17,True,False,False,False
101,65095.0,2027-03-18,False,False,False,False
107,60000.0,2027-03-19,True,False,False,False
107,59137.0,2027-03-20,False,False,True,False
109,65552.0,2027-03-21,False,True,False,False
103,76253.0,2027-03-22,False,False,True,False
109,63571.0,2027-03-23,False,False,False,False
101,75321.0,2027-03-24,False,False,False,False
101,77350.0,2027-03-25,True,False,False,False
104,84918.0,2027-03-26,False,False,False,True
109,82875.0,2027-03-27,False,True,False,False
106,73861.0,2027-03-28,False,True,False,False
103,69164.0,2027-03-29,False,True,False,False
101,77578.0,2027-03-30,False,False,False,True
104,46559.0,2027-03-31,True,False,False,False
109,72404.0,2027-04-01,True,False,False,False
103,78074.0,2027-04-02,False,True,False,False
109,74963.0,2027-04-03,False,False,True,False
107,35691.0,2027-04-04,False,False,True,False
104,33532.0,2027-04-05,True,False,False,False
103,78991.0,2027-04-06,False,False,False,True
105,50733.0,2027-04-07,False,True,False,False
105,47927.0,2027-04-08,False,False,False,False
103,73114.0,2027-04-09,True,False,False,False
109,43482.0,2027-04-10,False,True,False,False
104,56681.0,2027-04-11,True,False,False,False
105,35456.0,2027-04-12,False,False,False,True
104,33413.0,2027-04-13,False,False,True,False
105,37085.0,2027-04-14,False,False,False,False
107,57937.0,2027-04-15,False,True,False,False
109,50563.0,2027-04-16,False,False,False,False
107,39332.0,2027-04-17,False,False,False,True
105,67575.0,2027-04-18,False,True,False,False
107,37386.0,2027-04-19,False,False,True,False
105,56337.0,2027-04-20,False,True,False,False
103,64708.0,2027-04-21,False,False,False,True
107,89150.0,2027-04-22,False,True,False,False
102,59572.0,2027-04-23,False,True,False,False
109,63424.0,2027-04-24,False,False,False,True
101,65271.0,2027-04-25,False,True,False,False
106,79810.0,2027-04-26,False,False,False,False
107,41030.0,2027-04-27,False,True,False,False
108,43138.0,2027-04-28,True,False,False,False
109,77369.0,2027-04-29,False,True,False,False
102,45646.0,2027-04-30,False,True,False,False
102,58812.0,2027-05-01,False,False,False,True
105,53422.0,2027-05-02,False,False,True,False
105,40645.0,2027-05-03,True,False,False,False
106,44628.0,2027-05-04,False,False,True,False
103,54486.0,2027-05-05,False,True,False,False
108,52409.0,2027-05-06,False,False,True,False
101,88398.0,2027-05-07,False,True,False,False
106,69266.0,2027-05-08,False,False,False,True
104,52732.0,2027-05-09,True,False,False,False
101,76557.0,2027-05-10,False,False,False,True
107,49425.0,2027-05-11,False,False,False,True
109,42195.0,2027-05-12,False,True,False,False
104,48722.0,2027-05-13,False,False,False,True
104,46494.0,2027-05-14,True,False,False,False
106,51571.0,2027-05-15,False,False,False,False
103,64486.0,2027-05-16,False,True,False,False
106,52900.0,2027-05-17,False,False,False,True
107,30125.0,2027-05-18,False,False,False,True
103,78814.0,2027-05-19,False,False,False,True
107,87605.0,2027-05-20,True,False,False,False
103,49318.0,2027-05-21,False,False,False,True
102,68685.0,2027-05-22,False,False,False,True
104,73162.0,2027-05-23,False,False,False,False
108,80756.0,2027-05-24,True,False,False,False
109,37590.0,2027-05-25,False,True,False,False
107,64850.0,2027-05-26,False,True,False,False
101,42134.0,2027-05-27,False,False,False,False
103,55230.0,2027-05-28,False,False,False,True
109,45058.0,2027-05-29,True,False,False,False
101,44301.0,2027-05-30,False,True,False,False
109,67861.0,2027-05-31,False,False,False,True
108,57039.0,2027-06-01,False,True,False,False
101,86295.0,2027-06-02,True,False,False,False
106,30284.0,2027-06-03,False,False,False,False
105,68334.0,2027-06-04,False,True,False,False
106,73525.0,2027-06-05,False,True,False,False
105,70986.0,2027-06-06,False,False,True,False
106,48658.0,2027-06-07,False,False,True,False
105,58443.0,2027-06-08,False,False,False,True
105,33972.0,2027-06-09,False,False,False,False
104,56167.0,2027-06-10,False,False,False,True
103,43679.0,2027-06-11,False,True,False,False
103,74341.0,2027-06-12,True,False,False,False
104,59519.0,2027-06-13,False,False,True,False
109,55704.0,2027-06-14,False,False,False,True
102,66881.0,2027-06-15,False,False,False,True
109,61948.0,2027-06-16,False,True,False,False
101,44378.0,2027-06-17,True,False,False,False
101,40328.0,2027-06-18,False,False,False,False
105,85881.0,2027-06-19,False,False,False,False
106,54732.0,2027-06-20,False,False,False,False
106,47673.0,2027-06-21,False,False,False,True
103,40373.0,2027-06-22,True,False,False,False
107,81663.0,2027-06-23,True,False,False,False
109,35720.0,2027-06-24,False,False,False,True
108,89115.0,2027-06-25,False,False,True,False
106,80307.0,2027-06-26,False,False,False,True
108,81940.0,2027-06-27,True,False,False,False
105,35153.0,2027-06-28,False,True,False,False
108,36226.0,2027-06-29,False,True,False,False
104,32976.0,2027-06-30,False,False,False,True
108,68019.0,2027-07-01,False,False,False,False
102,66267.0,2027-07-02,True,False,False,False
105,49297.0,2027-07-03,False,False,False,True
109,46587.0,2027-07-04,False,True,False,False
104,48206.0,2027-07-05,False,False,False,True
106,55935.0,2027-07-06,True,False,False,False
101,59633.0,2027-07-07,True,False,False,False
109,40736.0,2027-07-08,False,True,False,False
101,71401.0,2027-07-09,False,True,False,False
105,36971.0,2027-07-10,False,False,True,False
104,86577.0,2027-07-11,False,True,False,False
103,39507.0,2027-07-12,False,True,False,False
106,55724.0,2027-07-13,False,True,False,False
102,52166.0,2027-07-14,False,False,False,False
103,43158.0,2027-07-15,False,False,False,False
105,87078.0,2027-07-16,True,False,False,False
109,55774.0,2027-07-17,False,False,False,True
102,85155.0,2027-07-18,True,False,False,False
108,41108.0,2027-07-19,False,True,False,False
102,42077.0,2027-07-20,False,False,True,False
105,34175.0,2027-07-21,False,False,False,False
107,86938.0,2027-07-22,False,False,False,False
108,65627.0,2027-07-23,False,False,False,True
101,32962.0,2027-07-24,False,True,False,False
106,43616.0,2027-07-25,False,False,False,False
101,62253.0,2027-07-26,True,False,False,False
102,47751.0,2027-07-27,False,True,False,False
101,75625.0,2027-07-28,False,False,False,True
105,35210.0,2027-07-29,False,False,False,True
109,62390.0,2027-07-30,False,False,False,False
106,65677.0,2027-07-31,False,False,False,True
101,73176.0,2027-08-01,False,True,False,False
101,66173.0,2027-08-02,False,True,False,False
102,45993.0,2027-08-03,False,True,False,False
109,56859.0,2027-08-04,False,False,False,False
103,50878.0,2027-08-05,False,True,False,False
101,44923.0,2027-08-06,False,False,False,True
105,63588.0,2027-08-07,False,True,False,False
107,57100.0,2027-08-08,False,False,False,True
106,54086.0,2027-08-09,False,False,True,False
101,89976.0,2027-08-10,False,False,False,True
105,70023.0,2027-08-11,False,False,False,True
105,81814.0,2027-08-12,True,False,False,False
106,77709.0,2027-08-13,False,False,False,True
103,86256.0,2027-08-14,False,False,False,True
105,62571.0,2027-08-15,False,False,False,True
107,41017.0,2027-08-16,False,False,False,False
105,84524.0,2027-08-17,False,False,False,True
105,67221.0,2027-08-18,False,False,True,False
105,49513.0,2027-08-19,False,False,False,True
103,74974.0,2027-08-20,False,False,False,True
101,76478.0,2027-08-21,False,False,False,False
105,83768.0,2027-08-22,False,False,False,True
109,44860.0,2027-08-23,False,True,False,False
101,38086.0,2027-08-24,False,False,False,True
103,78544.0,2027-08-25,True,False,False,False
104,48050.0,2027-08-26,False,False,False,True
101,70157.0,2027-08-27,False,True,False,False
101,49784.0,2027-08-28,False,False,False,True
108,41774.0,2027-08-29,False,False,False,True
102,64968.0,2027-08-30,False,True,False,False
108,88236.0,2027-08-31,True,False,False,False
107,42142.0,2027-09-01,True,False,False,False
102,80135.0,2027-09-02,True,False,False,False
106,53007.0,2027-09-03,False,True,False,False
106,55158.0,2027-09-04,False,True,False,False
103,36051.0,2027-09-05,False,False,False,True
102,61576.0,2027-09-06,False,False,False,True
101,34115.0,2027-09-07,False,False,True,False
106,49024.0,2027-09-08,False,True,False,False
105,89317.0,2027-09-09,False,True,False,False
109,36371.0,2027-09-10,False,False,False,True
101,82569.0,2027-09-11,False,False,False,False
107,58690.0,2027-09-12,False,False,False,False
105,69355.0,2027-09-13,False,False,True,False
105,62420.0,2027-09-14,False,True,False,False
102,73375.0,2027-09-15,True,False,False,False
103,78002.0,2027-09-16,False,False,False,True
107,76698.0,2027-09-17,False,False,False,True
106,39080.0,2027-09-18,False,False,False,True
102,31883.0,2027-09-19,False,False,False,True
106,34821.0,2027-09-20,True,False,False,False
102,66590.0,2027-09-21,False,False,False,True
102,38338.0,2027-09-22,False,False,False,False
102,80868.0,2027-09-23,False,False,True,False
