Store ID,Store Location,Daily_Sales,Date Recorded
106,Bangalore,59730.0,2026-05-24
108,Delhi,32665.0,2026-05-25
109,Chennai,69899.0,2026-05-26
104,Kolkata,67703.0,2026-05-27
101,Chennai,30415.0,2026-05-28
101,Bangalore,63475.0,2026-05-29
104,Delhi,54172.0,2026-05-30
107,,32684.0,2026-05-31
102,Chennai,37494.0,2026-06-01
103,Chennai,49750.0,2026-06-02
101,Kolkata,49887.0,2026-06-03
105,Chennai,50826.0,2026-06-04
101,Bangalore,36180.0,2026-06-05
108,Chennai,76779.0,2026-06-06
101,Chennai,32559.0,2026-06-07
101,Kolkata,70905.0,2026-06-08
102,Kolkata,33971.0,2026-06-09
102,Delhi,65725.0,2026-06-10
106,Mumbai,86068.0,2026-06-11
107,Delhi,48113.0,2026-06-12
105,Delhi,72861.0,2026-06-13
101,Chennai,42951.0,2026-06-14
101,Kolkata,55617.0,2026-06-15
103,Delhi,62794.0,2026-06-16
102,Bangalore,32583.0,2026-06-17
105,,55628.0,2026-06-18
106,Kolkata,56250.0,2026-06-19
107,Bangalore,33055.0,2026-06-20
104,Kolkata,36801.0,2026-06-21
107,Bangalore,64426.0,2026-06-22
108,Delhi,66719.0,2026-06-23
101,Delhi,70067.0,2026-06-24
106,Delhi,53840.0,2026-06-25
108,Mumbai,39933.0,2026-06-26
105,,61979.0,2026-06-27
104,Kolkata,75047.0,2026-06-28
102,Bangalore,34137.0,2026-06-29
106,Bangalore,41423.0,2026-06-30
106,Mumbai,54315.0,2026-07-01
101,Chennai,64482.0,2026-07-02
109,Kolkata,74156.0,2026-07-03
106,Mumbai,82483.0,2026-07-04
103,Delhi,66115.0,2026-07-05
104,Chennai,64754.0,2026-07-06
104,Bangalore,66312.0,2026-07-07
103,Bangalore,53363.0,2026-07-08
103,Chennai,47085.0,2026-07-09
103,Bangalore,86889.0,2026-07-10
104,Mumbai,72414.0,2026-07-11
107,Mumbai,66554.0,2026-07-12
104,Bangalore,44415.0,2026-07-13
109,Kolkata,86414.0,2026-07-14
101,,81623.0,2026-07-15
108,Kolkata,77052.0,2026-07-16
107,Chennai,51398.0,2026-07-17
102,Bangalore,62691.0,2026-07-18
108,Chennai,36659.0,2026-07-19
101,,50644.0,2026-07-20
109,Mumbai,84697.0,2026-07-21
109,Bangalore,33044.0,2026-07-22
102,Chennai,33883.0,2026-07-23
107,Chennai,61712.0,2026-07-24
103,Mumbai,49324.0,2026-07-25
107,Bangalore,78119.0,2026-07-26
109,Kolkata,51545.0,2026-07-27
104,Bangalore,48204.0,2026-07-28
101,Kolkata,53268.0,2026-07-29
102,Mumbai,45762.0,2026-07-30
101,,81954.0,2026-07-31
105,Bangalore,58371.0,2026-08-01
105,Bangalore,48847.0,2026-08-02
107,Delhi,66139.0,2026-08-03
109,Delhi,86374.0,2026-08-04
109,Chennai,71295.0,2026-08-05
103,Bangalore,40116.0,2026-08-06
103,Bangalore,84128.0,2026-08-07
103,Delhi,60125.0,2026-08-08
104,Kolkata,84219.0,2026-08-09
108,Kolkata,61404.0,2026-08-10
106,Delhi,58436.0,2026-08-11
108,Chennai,86653.0,2026-08-12
101,Kolkata,32788.0,2026-08-13
108,Chennai,62149.0,2026-08-14
104,Mumbai,34125.0,2026-08-15
101,Chennai,33606.0,2026-08-16
108,Mumbai,80692.0,2026-08-17
104,Mumbai,71534.0,2026-08-18
106,Mumbai,62988.0,2026-08-19
108,Bangalore,51306.0,2026-08-20
104,Delhi,72973.0,2026-08-21
103,,40833.0,2026-08-22
109,Mumbai,51997.0,2026-08-23
103,Mumbai,63521.0,2026-08-24
109,Bangalore,59948.0,2026-08-25
102,Mumbai,76643.0,2026-08-26
102,Bangalore,37488.0,2026-08-27
102,Mumbai,69974.0,2026-08-28
106,Delhi,88364.0,2026-08-29
103,Mumbai,72448.0,2026-08-30
109,Bangalore,37938.0,2026-08-31
104,Delhi,81113.0,2026-09-01
101,Kolkata,68726.0,2026-09-02
104,Chennai,45770.0,2026-09-03
101,Chennai,82635.0,2026-09-04
105,Bangalore,36635.0,2026-09-05
104,Bangalore,38629.0,2026-09-06
108,,87822.0,2026-09-07
108,Delhi,79934.0,2026-09-08
107,Delhi,61668.0,2026-09-09
103,Delhi,51487.0,2026-09-10
101,Delhi,83319.0,2026-09-11
101,Delhi,42869.0,2026-09-12
103,Chennai,79371.0,2026-09-13
106,Bangalore,39219.0,2026-09-14
107,,70797.0,2026-09-15
106,Mumbai,86298.0,2026-09-16
106,Mumbai,79040.0,2026-09-17
106,,46673.0,2026-09-18
103,Kolkata,46763.0,2026-09-19
106,Bangalore,74933.0,2026-09-20
108,Bangalore,41043.0,2026-09-21
102,Kolkata,39570.0,2026-09-22
105,Bangalore,36886.0,2026-09-23
101,Mumbai,31958.0,2026-09-24
101,Kolkata,73087.0,2026-09-25
105,Bangalore,54641.0,2026-09-26
103,Delhi,32183.0,2026-09-27
104,Bangalore,59070.0,2026-09-28
103,Bangalore,33774.0,2026-09-29
101,Kolkata,59018.0,2026-09-30
101,Delhi,50303.0,2026-10-01
105,Kolkata,44272.0,2026-10-02
106,Bangalore,52586.0,2026-10-03
103,Bangalore,63545.0,2026-10-04
109,Delhi,32566.0,2026-10-05
105,Chennai,72863.0,2026-10-06
108,,40953.0,2026-10-07
101,Mumbai,61696.0,2026-10-08
105,Mumbai,37404.0,2026-10-09
103,Bangalore,62846.0,2026-10-10
101,Kolkata,31581.0,2026-10-11
104,Delhi,44066.0,2026-10-12
105,Chennai,70735.0,2026-10-13
107,Bangalore,37839.0,2026-10-14
101,Mumbai,64930.0,2026-10-15
103,Bangalore,88329.0,2026-10-16
102,Mumbai,80637.0,2026-10-17
109,Kolkata,52129.0,2026-10-18
106,Chennai,60845.0,2026-10-19
103,Bangalore,43913.0,2026-10-20
108,Mumbai,81772.0,2026-10-21
108,Mumbai,30964.0,2026-10-22
102,Kolkata,40739.0,2026-10-23
106,Bangalore,88172.0,2026-10-24
107,Bangalore,32673.0,2026-10-25
102,Bangalore,68061.0,2026-10-26
102,Bangalore,61171.0,2026-10-27
101,Mumbai,53643.0,2026-10-28
108,Delhi,64486.0,2026-10-29
101,Delhi,40624.0,2026-10-30
109,Kolkata,31228.0,2026-10-31
106,Mumbai,73370.0,2026-11-01
107,Delhi,82930.0,2026-11-02
107,Kolkata,64608.0,2026-11-03
103,Delhi,79649.0,2026-11-04
102,Chennai,46920.0,2026-11-05
109,Mumbai,49689.0,2026-11-06
108,Delhi,37124.0,2026-11-07
107,Bangalore,72124.0,2026-11-08
109,Delhi,81123.0,2026-11-09
104,Kolkata,61339.0,2026-11-10
104,Bangalore,37587.0,2026-11-11
101,Delhi,33527.0,2026-11-12
108,Mumbai,63067.0,2026-11-13
103,Bangalore,81538.0,2026-11-14
107,Delhi,75358.0,2026-11-15
102,Mumbai,33963.0,2026-11-16
102,Bangalore,67455.0,2026-11-17
107,Kolkata,66939.0,2026-11-18
106,Bangalore,50243.0,2026-11-19
103,Chennai,88257.0,2026-11-20
109,Kolkata,62693.0,2026-11-21
106,Mumbai,75835.0,2026-11-22
106,Kolkata,33695.0,2026-11-23
101,Kolkata,39112.0,2026-11-24
104,Mumbai,62059.0,2026-11-25
106,,88867.0,2026-11-26
106,Mumbai,37242.0,2026-11-27
105,Mumbai,39941.0,2026-11-28
101,Kolkata,85283.0,2026-11-29
108,Bangalore,50001.0,2026-11-30
105,Mumbai,32700.0,2026-12-01
105,Delhi,80157.0,2026-12-02
107,Kolkata,48085.0,2026-12-03
104,Kolkata,82454.0,2026-12-04
106,Bangalore,88147.0,2026-12-05
104,,43339.0,2026-12-06
103,Mumbai,45834.0,2026-12-07
107,Mumbai,82518.0,2026-12-08
108,Chennai,41084.0,2026-12-09
104,Kolkata,59543.0,2026-12-10
102,Mumbai,65930.0,2026-12-11
103,Delhi,71074.0,2026-12-12
101,Kolkata,61902.0,2026-12-13
108,,59044.0,2026-12-14
103,Chennai,43137.0,2026-12-15
107,Mumbai,64905.0,2026-12-16
105,,84004.0,2026-12-17
105,Kolkata,79182.0,2026-12-18
107,Bangalore,35948.0,2026-12-19
109,Kolkata,77461.0,2026-12-20
105,Kolkata,62567.0,2026-12-21
101,,61189.0,2026-12-22
101,Kolkata,78867.0,2026-12-23
102,Chennai,78978.0,2026-12-24
106,Chennai,61871.0,2026-12-25
109,Bangalore,48189.0,2026-12-26
108,Chennai,52797.0,2026-12-27
105,Kolkata,33569.0,2026-12-28
101,,56012.0,2026-12-29
107,Bangalore,42977.0,2026-12-30
105,Bangalore,62049.0,2026-12-31
106,Bangalore,51694.0,2027-01-01
107,Chennai,74388.0,2027-01-02
103,Chennai,63224.0,2027-01-03
103,Delhi,46832.0,2027-01-04
105,Bangalore,62835.0,2027-01-05
106,Delhi,83241.0,2027-01-06
109,Delhi,31862.0,2027-01-07
105,Kolkata,48186.0,2027-01-08
101,Mumbai,59545.0,2027-01-09
104,Mumbai,75522.0,2027-01-10
105,Delhi,74391.0,2027-01-11
105,Delhi,70322.0,2027-01-12
107,Kolkata,38319.0,2027-01-13
104,Bangalore,68663.0,2027-01-14
101,Kolkata,75788.0,2027-01-15
105,Mumbai,58401.0,2027-01-16
107,Mumbai,62228.0,2027-01-17
106,Mumbai,88611.0,2027-01-18
105,Chennai,42202.0,2027-01-19
104,Bangalore,88386.0,2027-01-20
102,,68283.0,2027-01-21
104,Chennai,50122.0,2027-01-22
103,Bangalore,63135.0,2027-01-23
101,Kolkata,52585.0,2027-01-24
108,,78408.0,2027-01-25
105,Mumbai,89948.0,2027-01-26
104,Mumbai,78229.0,2027-01-27
108,Chennai,44897.0,2027-01-28
107,Bangalore,81792.0,2027-01-29
102,,51291.0,2027-01-30
101,Bangalore,62826.0,2027-01-31
104,Delhi,83408.0,2027-02-01
108,,38294.0,2027-02-02
102,Kolkata,84093.0,2027-02-03
103,Delhi,34507.0,2027-02-04
101,,79937.0,2027-02-05
101,Mumbai,58854.0,2027-02-06
103,Mumbai,77520.0,2027-02-07
105,,45475.0,2027-02-08
103,Bangalore,74905.0,2027-02-09
101,Delhi,44334.0,2027-02-10
101,Mumbai,48830.0,2027-02-11
108,Chennai,88300.0,2027-02-12
102,Delhi,77882.0,2027-02-13
103,Bangalore,78803.0,2027-02-14
102,Chennai,57278.0,2027-02-15
103,Mumbai,87780.0,2027-02-16
107,Chennai,48749.0,2027-02-17
101,Kolkata,60511.0,2027-02-18
108,Bangalore,67469.0,2027-02-19
102,Mumbai,70185.0,2027-02-20
103,Mumbai,84718.0,2027-02-21
109,Chennai,55072.0,2027-02-22
107,Kolkata,72326.0,2027-02-23
104,Mumbai,61146.0,2027-02-24
105,Mumbai,41057.0,2027-02-25
102,Bangalore,56427.0,2027-02-26
108,Bangalore,71982.0,2027-02-27
104,Mumbai,85535.0,2027-02-28
109,Kolkata,74090.0,2027-03-01
105,Mumbai,78654.0,2027-03-02
109,Chennai,41036.0,2027-03-03
104,Bangalore,44060.0,2027-03-04
105,Bangalore,80641.0,2027-03-05
109,Delhi,43607.0,2027-03-06
108,Chennai,65102.0,2027-03-07
103,Delhi,54074.0,2027-03-08
101,Delhi,78864.0,2027-03-09
103,Bangalore,49773.0,2027-03-10
104,Chennai,62970.0,2027-03-11
102,Delhi,62998.0,2027-03-12
101,Delhi,86199.0,2027-03-13
107,Kolkata,58210.0,2027-03-14
108,Kolkata,74088.0,2027-03-15
107,Mumbai,41683.0,2027-03-16
105,Chennai,32962.0,2027-03-17
101,Bangalore,65095.0,2027-03-18
107,Chennai,60000.0,2027-03-19
107,Kolkata,59137.0,2027-03-20
109,Delhi,65552.0,2027-03-21
103,Kolkata,76253.0,2027-03-22
109,Bangalore,63571.0,2027-03-23
101,Bangalore,75321.0,2027-03-24
101,Chennai,77350.0,2027-03-25
104,,84918.0,2027-03-26
109,Delhi,82875.0,2027-03-27
106,Delhi,73861.0,2027-03-28
103,Delhi,69164.0,2027-03-29
101,,77578.0,2027-03-30
104,Chennai,46559.0,2027-03-31
109,Chennai,72404.0,2027-04-01
103,Delhi,78074.0,2027-04-02
109,Kolkata,74963.0,2027-04-03
107,Kolkata,35691.0,2027-04-04
104,Chennai,33532.0,2027-04-05
103,Mumbai,78991.0,2027-04-06
105,Delhi,50733.0,2027-04-07
105,Bangalore,47927.0,2027-04-08
103,Chennai,73114.0,2027-04-09
109,Delhi,43482.0,2027-04-10
104,Chennai,56681.0,2027-04-11
105,Mumbai,35456.0,2027-04-12
104,Kolkata,33413.0,2027-04-13
105,Bangalore,37085.0,2027-04-14
107,Delhi,57937.0,2027-04-15
109,Bangalore,50563.0,2027-04-16
107,Mumbai,39332.0,2027-04-17
105,Delhi,67575.0,2027-04-18
107,Kolkata,37386.0,2027-04-19
105,Delhi,56337.0,2027-04-20
103,Mumbai,64708.0,2027-04-21
107,Delhi,89150.0,2027-04-22
102,Delhi,59572.0,2027-04-23
109,Mumbai,63424.0,2027-04-24
101,Delhi,65271.0,2027-04-25
106,Bangalore,79810.0,2027-04-26
107,Delhi,41030.0,2027-04-27
108,Chennai,43138.0,2027-04-28
109,Delhi,77369.0,2027-04-29
102,Delhi,45646.0,2027-04-30
102,Mumbai,58812.0,2027-05-01
105,Kolkata,53422.0,2027-05-02
105,Chennai,40645.0,2027-05-03
106,Kolkata,44628.0,2027-05-04
103,Delhi,54486.0,2027-05-05
108,Kolkata,52409.0,2027-05-06
101,Delhi,88398.0,2027-05-07
106,Mumbai,69266.0,2027-05-08
104,Chennai,52732.0,2027-05-09
101,Mumbai,76557.0,2027-05-10
107,,49425.0,2027-05-11
109,Delhi,42195.0,2027-05-12
104,,48722.0,2027-05-13
104,Chennai,46494.0,2027-05-14
106,Bangalore,51571.0,2027-05-15
103,Delhi,64486.0,2027-05-16
106,Mumbai,52900.0,2027-05-17
107,,30125.0,2027-05-18
103,Mumbai,78814.0,2027-05-19
107,Chennai,87605.0,2027-05-20
103,,49318.0,2027-05-21
102,Mumbai,68685.0,2027-05-22
104,Bangalore,73162.0,2027-05-23
108,Chennai,80756.0,2027-05-24
109,Delhi,37590.0,2027-05-25
107,Delhi,64850.0,2027-05-26
101,Bangalore,42134.0,2027-05-27
103,Mumbai,55230.0,2027-05-28
109,Chennai,45058.0,2027-05-29
101,Delhi,44301.0,2027-05-30
109,,67861.0,2027-05-31
108,Delhi,57039.0,2027-06-01
101,Chennai,86295.0,2027-06-02
106,Bangalore,30284.0,2027-06-03
105,Delhi,68334.0,2027-06-04
106,Delhi,73525.0,2027-06-05
105,Kolkata,70986.0,2027-06-06
106,Kolkata,48658.0,2027-06-07
105,Mumbai,58443.0,2027-06-08
105,Bangalore,33972.0,2027-06-09
104,Mumbai,56167.0,2027-06-10
103,Delhi,43679.0,2027-06-11
103,Chennai,74341.0,2027-06-12
104,Kolkata,59519.0,2027-06-13
109,Mumbai,55704.0,2027-06-14
102,,66881.0,2027-06-15
109,Delhi,61948.0,2027-06-16
101,Chennai,44378.0,2027-06-17
101,Bangalore,40328.0,2027-06-18
105,Bangalore,85881.0,2027-06-19
106,Bangalore,54732.0,2027-06-20
106,Mumbai,47673.0,2027-06-21
103,Chennai,40373.0,2027-06-22
107,Chennai,81663.0,2027-06-23
109,Mumbai,35720.0,2027-06-24
108,Kolkata,89115.0,2027-06-25
106,Mumbai,80307.0,2027-06-26
108,Chennai,81940.0,2027-06-27
105,Delhi,35153.0,2027-06-28
108,Delhi,36226.0,2027-06-29
104,Mumbai,32976.0,2027-06-30
108,Bangalore,68019.0,2027-07-01
102,Chennai,66267.0,2027-07-02
105,Mumbai,49297.0,2027-07-03
109,Delhi,46587.0,2027-07-04
104,Mumbai,48206.0,2027-07-05
106,Chennai,55935.0,2027-07-06
101,Chennai,59633.0,2027-07-07
109,Delhi,40736.0,2027-07-08
101,Delhi,71401.0,2027-07-09
105,Kolkata,36971.0,2027-07-10
104,Delhi,86577.0,2027-07-11
103,Delhi,39507.0,2027-07-12
106,Delhi,55724.0,2027-07-13
102,Bangalore,52166.0,2027-07-14
103,Bangalore,43158.0,2027-07-15
105,Chennai,87078.0,2027-07-16
109,Mumbai,55774.0,2027-07-17
102,Chennai,85155.0,2027-07-18
108,Delhi,41108.0,2027-07-19
102,Kolkata,42077.0,2027-07-20
105,Bangalore,34175.0,2027-07-21
107,Bangalore,86938.0,2027-07-22
108,Mumbai,65627.0,2027-07-23
101,Delhi,32962.0,2027-07-24
106,Bangalore,43616.0,2027-07-25
101,Chennai,62253.0,2027-07-26
102,Delhi,47751.0,2027-07-27
101,,75625.0,2027-07-28
105,,35210.0,2027-07-29
109,Bangalore,62390.0,2027-07-30
106,,65677.0,2027-07-31
101,Delhi,73176.0,2027-08-01
101,Delhi,66173.0,2027-08-02
102,Delhi,45993.0,2027-08-03
109,Bangalore,56859.0,2027-08-04
103,Delhi,50878.0,2027-08-05
101,,44923.0,2027-08-06
105,Delhi,63588.0,2027-08-07
107,Mumbai,57100.0,2027-08-08
106,Kolkata,54086.0,2027-08-09
101,Mumbai,89976.0,2027-08-10
105,Mumbai,70023.0,2027-08-11
105,Chennai,81814.0,2027-08-12
106,Mumbai,77709.0,2027-08-13
103,Mumbai,86256.0,2027-08-14
105,Mumbai,62571.0,2027-08-15
107,Bangalore,41017.0,2027-08-16
105,,84524.0,2027-08-17
105,Kolkata,67221.0,2027-08-18
105,Mumbai,49513.0,2027-08-19
103,Mumbai,74974.0,2027-08-20
101,Bangalore,76478.0,2027-08-21
105,,83768.0,2027-08-22
109,Delhi,44860.0,2027-08-23
101,Mumbai,38086.0,2027-08-24
103,Chennai,78544.0,2027-08-25
104,,48050.0,2027-08-26
101,Delhi,70157.0,2027-08-27
101,Mumbai,49784.0,2027-08-28
108,Mumbai,41774.0,2027-08-29
102,Delhi,64968.0,2027-08-30
108,Chennai,88236.0,2027-08-31
107,Chennai,42142.0,2027-09-01
102,Chennai,80135.0,2027-09-02
106,Delhi,53007.0,2027-09-03
106,Delhi,55158.0,2027-09-04
103,Mumbai,36051.0,2027-09-05
102,Mumbai,61576.0,2027-09-06
101,Kolkata,34115.0,2027-09-07
106,Delhi,49024.0,2027-09-08
105,Delhi,89317.0,2027-09-09
109,Mumbai,36371.0,2027-09-10
101,Bangalore,82569.0,2027-09-11
107,Bangalore,58690.0,2027-09-12
105,Kolkata,69355.0,2027-09-13
105,Delhi,62420.0,2027-09-14
102,Chennai,73375.0,2027-09-15
103,Mumbai,78002.0,2027-09-16
107,Mumbai,76698.0,2027-09-17
106,,39080.0,2027-09-18
102,Mumbai,31883.0,2027-09-19
106,Chennai,34821.0,2027-09-20
102,Mumbai,66590.0,2027-09-21
102,Bangalore,38338.0,2027-09-22
102,Kolkata,80868.0,2027-09-23
103,Kolkata,52007.0,2027-09-24
102,Kolkata,32477.0,2027-09-25
104,Bangalore,43135.0,2027-09-26
109,Mumbai,72423.0,2027-09-27
106,Chennai,40437.0,2027-09-28
101,Chennai,78100.0,2027-09-29
108,Delhi,39502.0,2027-09-30
107,Bangalore,59236.0,2027-10-01
103,Kolkata,30368.0,2027-10-02
101,Bangalore,55839.0,2027-10-03
105,Mumbai,82001.0,2027-10-04
104,Kolkata,76366.0,2027-10-05
108,Delhi,65515.0,2027-10-06
101,Mumbai,37562.0,2027-10-07
101,Chennai,37139.0,2027-10-08
104,Mumbai,57141.0,2027-10-09
108,Chennai,72778.0,2027-10-10
105,Delhi,36704.0,2027-10-11
102,Mumbai,31887.0,2027-10-12
106,Delhi,41975.0,2027-10-13
105,,79211.0,2027-10-14
102,Bangalore,30544.0,2027-10-15
103,Mumbai,49448.0,2027-10-16
109,Delhi,52830.0,2027-10-17
107,Delhi,76323.0,2027-10-18
107,Bangalore,84955.0,2027-10-19
106,Delhi,80382.0,2027-10-20
108,Bangalore,53926.0,2027-10-21
104,Bangalore,61002.0,2027-10-22
108,Kolkata,77581.0,2027-10-23
104,Chennai,43333.0,2027-10-24
108,Bangalore,46942.0,2027-10-25
109,Mumbai,44684.0,2027-10-26
103,Chennai,56088.0,2027-10-27
103,Chennai,52447.0,2027-10-28
102,Delhi,38861.0,2027-10-29
103,,54833.0,2027-10-30
103,Delhi,47454.0,2027-10-31
105,Delhi,31050.0,2027-11-01
105,Delhi,50422.0,2027-11-02
102,,51530.0,2027-11-03
106,Bangalore,77060.0,2027-11-04
105,Kolkata,45756.0,2027-11-05
106,Mumbai,34022.0,2027-11-06
101,Bangalore,71104.0,2027-11-07
105,Mumbai,32634.0,2027-11-08
109,Kolkata,57145.0,2027-11-09
102,Delhi,37288.0,2027-11-10
101,Mumbai,38992.0,2027-11-11
109,Delhi,64253.0,2027-11-12
109,Kolkata,57005.0,2027-11-13
109,Bangalore,81975.0,2027-11-14
106,Bangalore,79824.0,2027-11-15
108,Bangalore,42166.0,2027-11-16
101,,58065.0,2027-11-17
104,Kolkata,83574.0,2027-11-18
101,Chennai,47798.0,2027-11-19
108,Mumbai,59301.0,2027-11-20
101,Delhi,85267.0,2027-11-21
103,,33894.0,2027-11-22
104,Bangalore,33846.0,2027-11-23
108,Mumbai,44481.0,2027-11-24
106,Bangalore,89372.0,2027-11-25
107,,72154.0,2027-11-26
108,Mumbai,81176.0,2027-11-27
102,Bangalore,80509.0,2027-11-28
108,Kolkata,86628.0,2027-11-29
103,Bangalore,60221.0,2027-11-30
107,Mumbai,77764.0,2027-12-01
103,,38048.0,2027-12-02
107,,57386.0,2027-12-03
102,Kolkata,63336.0,2027-12-04
106,Chennai,69258.0,2027-12-05
103,Mumbai,53853.0,2027-12-06
103,,64713.0,2027-12-07
109,Mumbai,87690.0,2027-12-08
107,Kolkata,46791.0,2027-12-09
105,,34228.0,2027-12-10
107,Chennai,41945.0,2027-12-11
109,Kolkata,71573.0,2027-12-12
101,Kolkata,69899.0,2027-12-13
107,Delhi,54681.0,2027-12-14
106,Chennai,64986.0,2027-12-15
109,Delhi,44975.0,2027-12-16
101,Bangalore,78377.0,2027-12-17
104,Delhi,37711.0,2027-12-18
109,Bangalore,74759.0,2027-12-19
104,Kolkata,83509.0,2027-12-20
103,,,2027-12-21
109,Mumbai,79645.0,2027-12-22
102,Bangalore,60146.0,2027-12-23
104,Bangalore,45238.0,2027-12-24
106,,33868.0,2027-12-25
102,Bangalore,83537.0,2027-12-26
108,Chennai,74294.0,2027-12-27
